round_idx,test_accuracy,test_loss,phase1_time,phase2_time,phase3_time,phase4_time,phase5_time,phase6_time,round_time,avg_train_time,num_selected,num_dropped,n_active,vehicle_to_rsu_bytes,rsu_to_coord_bytes,coord_to_server_bytes,total_comm_bytes,agg_norm,dropout_recovery_success,dp_epsilon,projection_dim
0,0.8374,0.9084066245079041,8.319999324157834e-05,5.625672900001518,41.26397529995302,1.5024918999988586,0.0019307999755255878,0.007307699997909367,50.869596000004094,2.2892142500010473,20,2,18,14597136,3243808,810952,18651896,32.95127491080948,True,10.0,0
1,0.9382,0.22092077906131743,0.00010599999222904444,5.506983400031459,42.146970300003886,1.5187635999755003,0.002480900031514466,0.0075177999678999186,51.674073399975896,2.3382891666680936,20,2,18,14597136,3243808,810952,18651896,22.342308977223652,True,10.0,0
2,0.9546,0.14575699315965177,9.980000322684646e-05,5.564089199993759,42.449134399998,1.4497739000362344,0.0029797000461257994,0.008392499992623925,52.1107284000027,2.355089055558589,20,2,18,14597136,3243808,810952,18651896,13.246096277448485,True,10.0,0
3,0.9632,0.11550562818944454,0.00020810001296922565,5.470332600001711,44.30178450001404,1.399294100003317,0.002452199987601489,0.007422700000461191,53.63698080001632,2.457808322227922,20,2,18,14597136,3243808,810952,18651896,10.777581245124592,True,10.0,0
4,0.9621,0.11314900134690106,0.00010919995838776231,5.531608000048436,42.06250340002589,1.4788632999989204,0.0024964000331237912,0.008340600004885346,51.548113299999386,2.333535749995564,20,2,18,14597136,3243808,810952,18651896,9.018086467437417,True,10.0,0
5,0.9733,0.08498354730904102,0.00011550000635907054,5.495151499984786,40.845441700017545,1.480081700021401,0.002314499986823648,0.007076699985191226,50.29686200001743,2.2659745499905615,20,2,18,14597136,3243808,810952,18651896,8.245294159414717,True,10.0,0
6,0.9768,0.07569645872414112,8.910003816708922e-05,5.57136449997779,41.841194099979475,1.4037941000424325,0.0024325999547727406,0.006516599969472736,51.2823707999778,2.3211649388831574,20,2,18,14597136,3243808,810952,18651896,7.702803142935497,True,10.0,0
7,0.9772,0.0693803715068847,0.00010820000898092985,5.513103700010106,42.18280499998946,1.4993831000174396,0.0024109999649226665,0.007132900005672127,51.64237099996535,2.340291261107066,20,2,18,14597136,3243808,810952,18651896,7.400344256668196,True,10.0,0
8,0.9795,0.06394618586674333,9.609997505322099e-05,5.5449753000284545,40.26650840003276,1.5221389000071213,0.0026431999867781997,0.00996830000076443,49.93139209999936,2.2335244222259565,20,2,18,14597136,3243808,810952,18651896,6.98467767339223,True,10.0,0
9,0.9808,0.05911692654397339,8.830003207549453e-05,5.562660199997481,40.7897074999637,1.4016269000130706,0.0024950000224635005,0.007307000050786883,50.21437770000193,2.262814983337497,20,2,18,14597136,3243808,810952,18651896,6.833812043544866,True,10.0,0
10,0.9816,0.05614373395491857,0.00010649999603629112,5.468304899986833,41.44190269999672,1.4083924999576993,0.0025338000268675387,0.007597899995744228,50.78018780000275,2.299082516673176,20,2,18,14597136,3243808,810952,18651896,6.6727862611632975,True,10.0,0
11,0.9823,0.051575909823784606,0.0001113000325858593,5.553409999993164,40.52454099996248,1.391641599999275,0.002620799990836531,0.007755200029350817,49.93831469997531,2.248112738895644,20,2,18,14597136,3243808,810952,18651896,6.494466325459875,True,10.0,0
12,0.983,0.05154929646484088,0.00010840001050382853,5.5010373999830335,42.29071660002228,1.5053278999985196,0.0024206999805755913,0.007328099978622049,51.76014779997058,2.346125999999155,20,2,18,14597136,3243808,810952,18651896,6.4617921056412975,True,10.0,0
13,0.9846,0.04937071470051305,9.90999978967011e-05,5.671524799952749,41.94120880000992,1.3952563000493683,0.002448400016874075,0.007632100023329258,51.48455350002041,2.326834694430646,20,2,18,14597136,3243808,810952,18651896,6.286353025989479,True,10.0,0
14,0.9857,0.046653702584304846,0.00010330002987757325,5.60996079997858,41.39732639997965,1.5098701999522746,0.0031500000040978193,0.00852380000287667,51.043661699979566,2.296659972227644,20,2,18,14597136,3243808,810952,18651896,6.343367701618982,True,10.0,0
