round_idx,test_accuracy,test_loss,phase1_time,phase2_time,phase3_time,phase4_time,phase5_time,phase6_time,round_time,avg_train_time,num_selected,num_dropped,n_active,vehicle_to_rsu_bytes,rsu_to_coord_bytes,coord_to_server_bytes,total_comm_bytes,agg_norm,dropout_recovery_success,dp_epsilon,projection_dim
0,0.8266,1.0563071895599365,0.00014509999891743064,19.977825800015125,138.20564980001654,4.046281799965072,0.006564000039361417,0.011796100006904453,165.2047239000094,6.902573994998238,20,0,20,16219040,3243808,810952,20273800,31.926626937281775,True,0.0,0
1,0.9158,0.30093410251140595,0.00011339999036863446,5.587799499975517,41.96757510001771,1.1787846999941394,0.0027501999866217375,0.003927999990992248,51.002703799982555,2.095375420007622,20,0,20,16219040,3243808,810952,20273800,23.687090308301737,True,0.0,0
2,0.945,0.17866900569796562,8.50000069476664e-05,5.751331300009042,42.44346710003447,1.154450599977281,0.002356200013309717,0.004187399987131357,51.56943900004262,2.118964774993947,20,0,20,16219040,3243808,810952,20273800,15.268411767657215,True,0.0,0
3,0.9563,0.1353244578242302,8.230004459619522e-05,5.475271700008307,41.89062379999086,1.2155334000126459,0.002763699973002076,0.0034707000013440847,50.802163999993354,2.0916346149955642,20,0,20,16219040,3243808,810952,20273800,12.160455204498104,True,0.0,0
4,0.967,0.10784207878112793,9.359995601698756e-05,5.757867300009821,41.91578229999868,1.2594332000007853,0.0023467999999411404,0.003570800006855279,51.15282339998521,2.0929040550021454,20,0,20,16219040,3243808,810952,20273800,10.642862963700875,True,0.0,0
5,0.9716,0.0900164196535945,9.919999865815043e-05,5.810471599979792,75.51440179999918,4.060131200007163,0.00778429995989427,0.012592400016728789,93.3085763999843,3.77124254500668,20,0,20,16219040,3243808,810952,20273800,9.220198623257254,True,0.0,0
6,0.973,0.07931609160527586,0.0002658999874256551,18.48221399995964,142.72639889997663,3.9337047999724746,0.007900399970822036,0.01188830001046881,173.1108791999868,7.128077400004258,20,0,20,16219040,3243808,810952,20273800,8.494988827681324,True,0.0,0
7,0.9768,0.06964922239296138,0.00017089996254071593,18.856967499945313,144.73654060001718,4.007611700042617,0.008960500010289252,0.012348899967037141,175.6126946999575,7.228724414997851,20,0,20,16219040,3243808,810952,20273800,7.985409142627351,True,0.0,0
8,0.978,0.06386768071297556,0.00021189998369663954,20.18785350001417,142.4034665999934,4.09394190000603,0.00952079996932298,0.010917600011453032,174.81814909999957,7.112034894997487,20,0,20,16219040,3243808,810952,20273800,7.408294964190949,True,0.0,0
9,0.9801,0.058214302998315544,0.0002101999707520008,19.923365800001193,140.8679817999946,4.366807300015353,0.006583400012459606,0.010436300013680011,173.1104292999953,7.0353909250057765,20,0,20,16219040,3243808,810952,20273800,7.093863359868401,True,0.0,0
10,0.9822,0.05412470432296395,0.00020150002092123032,19.699837299995124,143.22498230001656,4.522452399949543,0.007623500016052276,0.012116599944420159,175.39848939998774,7.153180200001225,20,0,20,16219040,3243808,810952,20273800,6.823442890783957,True,0.0,0
11,0.9836,0.05019213195941411,0.0001993000041693449,19.745428899943363,142.96832580002956,4.130455399979837,0.006895600003190339,0.01051660004304722,174.9605624000542,7.140458015000331,20,0,20,16219040,3243808,810952,20273800,6.611232040106679,True,0.0,0
12,0.9837,0.04787700936137699,0.00019480002811178565,19.297209900047164,142.4755743999849,4.051273399963975,0.008213300025090575,0.01132839999627322,173.82927149999887,7.1156286850047765,20,0,20,16219040,3243808,810952,20273800,6.4230802421622375,True,0.0,0
13,0.9835,0.047850202201865616,0.00019539997447282076,19.833033200004138,142.3419101999607,3.8146519999718294,0.009485699993092567,0.01093859999673441,173.8863044999889,7.108751620008843,20,0,20,16219040,3243808,810952,20273800,6.299613988378427,True,0.0,0
14,0.9848,0.044401509309397076,0.0002004000125452876,19.71290990000125,145.10232479998376,3.969770999974571,0.007982600014656782,0.00984820001758635,176.82382839999627,7.246839760005241,20,0,20,16219040,3243808,810952,20273800,6.219359145411599,True,0.0,0
