round_idx,test_accuracy,test_loss,phase1_time,phase2_time,phase3_time,phase4_time,phase5_time,phase6_time,round_time,avg_train_time,num_selected,num_dropped,n_active,vehicle_to_rsu_bytes,rsu_to_coord_bytes,coord_to_server_bytes,total_comm_bytes,agg_norm,dropout_recovery_success,dp_epsilon,projection_dim
0,0.8545,0.6642787580490113,7.619999814778566e-05,1.46490800002357,43.25077509996481,0.5616519000031985,0.0018844000296667218,0.004265099996700883,47.67616360000102,4.322251160006272,10,0,10,8109520,3243808,810952,12164280,21.627489762301845,True,0.0,0
1,0.9556,0.15222007207870483,9.159999899566174e-05,1.3547451000194997,44.374552999972366,0.5695303999818861,0.002302000008057803,0.004470299987588078,48.662866300030146,4.434702910011401,10,0,10,8109520,3243808,810952,12164280,14.644674849934534,True,0.0,0
2,0.9702,0.09635725737214089,9.26000066101551e-05,1.3943547999951988,43.43916600005468,0.5772583999787457,0.002768700011074543,0.002646300010383129,47.73091330000898,4.341045500000473,10,0,10,8109520,3243808,810952,12164280,9.032514615808386,True,0.0,0
3,0.9753,0.07821138453148306,8.810003055259585e-05,1.3732158999773674,42.90898730000481,0.5616584999952465,0.0023409000132232904,0.00560940004652366,47.26308930001687,4.288012900011381,10,0,10,8109520,3243808,810952,12164280,6.9050318498978225,True,0.0,0
4,0.9795,0.0602482457889244,9.250000584870577e-05,1.4988495000288822,42.995673199999146,0.5668936999863945,0.0023452999885194004,0.0034691999899223447,47.34531349997269,4.296784849994583,10,0,10,8109520,3243808,810952,12164280,5.772428310362617,True,0.0,0
5,0.9832,0.05353677716841921,9.049999061971903e-05,1.4021704999613576,44.09393219999038,0.5732778999954462,0.0022958999616093934,0.0021948000066913664,48.434758400020655,4.406600979994982,10,0,10,8109520,3243808,810952,12164280,5.012766951566939,True,0.0,0
6,0.9845,0.04650574524337426,8.819997310638428e-05,1.374338900030125,42.96041449997574,0.5659160000504926,0.002376599994022399,0.0021440000273287296,47.18052829999942,4.293266930017853,10,0,10,8109520,3243808,810952,12164280,4.509320310799202,True,0.0,0
7,0.9849,0.04487813395038247,9.159999899566174e-05,1.366525300021749,42.86084649997065,0.5928680999786593,0.00282689998857677,0.00287430000025779,47.245805700018536,4.2833629100059625,10,0,10,8109520,3243808,810952,12164280,4.172128201021431,True,0.0,0
8,0.9862,0.04008256125168409,7.620005635544658e-05,1.3722006000461988,43.05782190000173,0.5721218999824487,0.002328599977772683,0.002181699965149164,47.26691960002063,4.302960020018508,10,0,10,8109520,3243808,810952,12164280,3.9662768058865088,True,0.0,0
9,0.9879,0.03562145822178572,8.440000237897038e-05,1.352332899987232,43.45313059998443,0.550048999954015,0.0023388999979943037,0.0020773999858647585,47.711276999965776,4.342423929995857,10,0,10,8109520,3243808,810952,12164280,3.6599151085668042,True,0.0,0
10,0.9872,0.03712128445635317,0.00012159999459981918,1.3605982999433763,43.231617500016,0.5678142999531701,0.002405200037173927,0.005030600004829466,47.516133299970534,4.320347680005943,10,0,10,8109520,3243808,810952,12164280,3.566563339125097,True,0.0,0
11,0.9892,0.03370913398795528,8.780002826824784e-05,1.350595899973996,42.9750090999878,0.5478565999655984,0.0026455000042915344,0.0026024000253528357,47.24328840000089,4.294611829996574,10,0,10,8109520,3243808,810952,12164280,3.434885636471424,True,0.0,0
12,0.9888,0.032730953283095734,9.899999713525176e-05,1.3657715000445023,42.54675480001606,0.5619858999853022,0.0023039999650791287,0.0024293999886140227,46.879219399997965,4.251918900001328,10,0,10,8109520,3243808,810952,12164280,3.3016875095525156,True,0.0,0
13,0.9889,0.03232759070500033,8.19999841041863e-05,1.3860945999622345,42.901136700005736,0.5738858000258915,0.002320899977348745,0.002177800051867962,47.28489559999434,4.287308330007363,10,0,10,8109520,3243808,810952,12164280,3.207169177212241,True,0.0,0
14,0.9901,0.030018679680116473,0.00011539994738996029,1.4069726000307128,42.97692869999446,0.5760174000170082,0.0026188999763689935,0.0034703999990597367,47.362618800019845,4.294855079991976,10,0,10,8109520,3243808,810952,12164280,3.125167165753941,True,0.0,0
