round_idx,test_accuracy,test_loss,phase1_time,phase2_time,phase3_time,phase4_time,phase5_time,phase6_time,round_time,avg_train_time,num_selected,num_dropped,n_active,vehicle_to_rsu_bytes,rsu_to_coord_bytes,coord_to_server_bytes,total_comm_bytes,agg_norm,dropout_recovery_success,dp_epsilon,projection_dim
0,0.8251,1.0571898323059081,7.110001752153039e-05,6.599992047995329e-06,44.58007440000074,0.004282800015062094,0.0009497000137344003,0.0024853000068105757,46.9398129999754,2.227674890003982,20,0,20,16219040,810952,810952,17840944,31.532904221944534,True,0.0,0
1,0.9161,0.29953355243206026,7.910002022981644e-05,3.100023604929447e-06,43.49439379997784,0.0036812000325880945,0.001109900011215359,0.0026571000344119966,45.861003700003494,2.173504734996823,20,0,20,16219040,810952,810952,17840944,23.092834123669114,True,0.0,0
2,0.9452,0.17859494046568872,8.000002708286047e-05,2.9999646358191967e-06,42.914567700005136,0.004354599979706109,0.0012897999840788543,0.0026779999607242644,45.27932309999596,2.1444834050082138,20,0,20,16219040,810952,810952,17840944,14.363082882088413,True,0.0,0
3,0.9562,0.13532622699439525,8.319999324157834e-05,3.00002284348011e-06,43.56403810001211,0.004312500008381903,0.001318999973591417,0.002732299966737628,46.04241459997138,2.1769974349997936,20,0,20,16219040,810952,810952,17840944,11.004445397271347,True,0.0,0
4,0.9671,0.10808290081471204,8.379999781027436e-05,3.100023604929447e-06,43.00217519997386,0.00461799994809553,0.0014368999982252717,0.002722600009292364,45.38411980000092,2.1488854649971474,20,0,20,16219040,810952,810952,17840944,9.268660490428012,True,0.0,0
5,0.9718,0.08979727542102336,0.00010609999299049377,3.700028173625469e-06,43.08359699998982,0.0042569999932311475,0.001291799999307841,0.0026421999791637063,45.44249679998029,2.152989594999235,20,0,20,16219040,810952,810952,17840944,7.674268350769254,True,0.0,0
6,0.9733,0.07903349359817803,8.240004535764456e-05,2.9999646358191967e-06,43.57526060001692,0.004239100031554699,0.0012608999968506396,0.0023716000141575933,45.91982970002573,2.1775819300004513,20,0,20,16219040,810952,810952,17840944,6.753449964747619,True,0.0,0
7,0.9768,0.06985430151764303,8.269998943433166e-05,3.500026650726795e-06,43.33685189997777,0.0044207999599166214,0.0012761999969370663,0.0029964999994263053,45.90111799997976,2.1655690849962412,20,0,20,16219040,810952,810952,17840944,6.082429987299501,True,0.0,0
8,0.978,0.06378773195715622,9.579997276887298e-05,3.400025889277458e-06,43.161188300000504,0.0046993999858386815,0.0013637000229209661,0.0032872000010684133,45.65288359997794,2.1568237199942812,20,0,20,16219040,810952,810952,17840944,5.3158794578862745,True,0.0,0
9,0.9803,0.058318253162410114,8.09000339359045e-05,3.6999699659645557e-06,43.11177309998311,0.004541600006632507,0.0013072000001557171,0.002752100001089275,45.447575800004415,2.1543416900007286,20,0,20,16219040,810952,810952,17840944,4.863500514179389,True,0.0,0
10,0.9817,0.054114348795125264,9.300000965595245e-05,3.2999669201672077e-06,42.94876140000997,0.004344700020737946,0.0012874999665655196,0.002774600056000054,45.29729340004269,2.1462080399971457,20,0,20,16219040,810952,810952,17840944,4.470237321861945,True,0.0,0
11,0.9834,0.0498790761991404,9.69000393524766e-05,3.400025889277458e-06,43.04610989999492,0.004317300044931471,0.0012784999562427402,0.002647500019520521,45.390842799970414,2.151087179998285,20,0,20,16219040,810952,810952,17840944,4.110849905619813,True,0.0,0
12,0.9838,0.04789292759248055,9.699998190626502e-05,3.4999684430658817e-06,43.33319750003284,0.004524599993601441,0.0012615000014193356,0.00271430000429973,45.66878190002171,2.165435994998552,20,0,20,16219040,810952,810952,17840944,3.8292231704548287,True,0.0,0
13,0.9836,0.047885806887294165,8.219998562708497e-05,3.1999661587178707e-06,43.075138000014704,0.004352900024969131,0.0012580999755300581,0.0025866999640129507,45.50461910001468,2.1525441349978793,20,0,20,16219040,810952,810952,17840944,3.6113146568409396,True,0.0,0
14,0.985,0.044316541103436614,9.439996210858226e-05,3.600027412176132e-06,42.78362369997194,0.004363300045952201,0.0012849999475292861,0.0026508999872021377,45.19855410000309,2.1378923400043277,20,0,20,16219040,810952,810952,17840944,3.4533802507054676,True,0.0,0
